Pixel_ID,Elevation_m,Slope_deg,NDVI,Rainfall_mm,Dist_River_m,Flood,LandCover_Agriculture,LandCover_Forest,LandCover_Urban,LandCover_Water
109,175,6.3,0.48,110,700,0,True,False,False,False
110,170,6.8,0.5,120,750,0,True,False,False,False
111,90,0.9,-0.12,200,20,1,False,False,False,True
112,175,6.3,0.48,110,700,0,True,False,False,False
113,145,4.2,0.55,120,800,0,False,True,False,False
114,102,1.3,0.05,170,180,1,False,False,True,False
115,110,2.1,0.12,180,120,1,False,False,True,False
116,125,2.8,0.28,165,300,1,False,False,True,False
117,210,9.4,0.72,95,1500,0,False,True,False,False
118,155,5.0,0.52,140,500,0,True,False,False,False
119,118,2.2,0.2,175,220,1,False,False,True,False
120,125,2.8,0.28,165,300,1,False,False,True,False
121,92,0.8,-0.09,195,40,1,False,False,False,True
122,98,1.1,-0.08,190,30,1,False,False,False,True
123,230,10.2,0.7,85,1700,0,False,True,False,False
124,230,10.2,0.7,85,1700,0,False,True,False,False
125,170,6.8,0.5,120,750,0,True,False,False,False
126,230,10.2,0.7,85,1700,0,False,True,False,False
127,305,12.7,0.8,80,2200,0,False,True,False,False
128,230,10.2,0.7,85,1700,0,False,True,False,False
129,210,9.4,0.72,95,1500,0,False,True,False,False
130,250,11.0,0.75,90,1900,0,False,True,False,False
131,132,3.5,0.22,160,260,1,False,False,True,False
132,115,1.8,0.1,175,140,1,False,False,True,False
133,155,5.0,0.52,140,500,0,True,False,False,False
134,185,7.1,0.44,130,600,0,True,False,False,False
135,98,1.1,-0.08,190,30,1,False,False,False,True
136,88,0.7,-0.1,210,15,1,False,False,False,True
137,100,1.2,0.02,180,150,1,False,False,True,False
138,110,2.1,0.12,180,120,1,False,False,True,False
139,175,6.3,0.48,110,700,0,True,False,False,False
140,100,1.2,0.02,180,150,1,False,False,True,False
141,92,0.8,-0.09,195,40,1,False,False,False,True
142,155,5.0,0.52,140,500,0,True,False,False,False
143,230,10.2,0.7,85,1700,0,False,True,False,False
144,98,1.1,-0.08,190,30,1,False,False,False,True
145,305,12.7,0.8,80,2200,0,False,True,False,False
146,145,4.2,0.55,120,800,0,False,True,False,False
147,185,7.1,0.44,130,600,0,True,False,False,False
148,110,2.1,0.12,180,120,1,False,False,True,False
149,125,2.8,0.28,165,300,1,False,False,True,False
150,230,10.2,0.7,85,1700,0,False,True,False,False
151,310,13.5,0.82,70,2400,0,False,True,False,False
152,210,9.4,0.72,95,1500,0,False,True,False,False
153,100,1.2,0.02,180,150,1,False,False,True,False
154,160,5.5,0.6,120,900,0,False,True,False,False
155,185,7.1,0.44,130,600,0,True,False,False,False
156,145,4.2,0.55,120,800,0,False,True,False,False
157,185,7.1,0.44,130,600,0,True,False,False,False
158,100,1.2,0.02,180,150,1,False,False,True,False
159,88,0.7,-0.1,210,15,1,False,False,False,True
160,305,12.7,0.8,80,2200,0,False,True,False,False
161,125,2.8,0.28,165,300,1,False,False,True,False
162,110,2.1,0.12,180,120,1,False,False,True,False
163,110,2.1,0.12,180,120,1,False,False,True,False
164,175,6.3,0.48,110,700,0,True,False,False,False
165,230,10.2,0.7,85,1700,0,False,True,False,False
166,110,2.1,0.12,180,120,1,False,False,True,False
167,98,1.1,-0.08,190,30,1,False,False,False,True
168,95,1.0,-0.05,205,25,1,False,False,False,True
169,310,13.5,0.82,70,2400,0,False,True,False,False
170,98,1.1,-0.08,190,30,1,False,False,False,True
171,115,1.8,0.1,175,140,1,False,False,True,False
172,305,12.7,0.8,80,2200,0,False,True,False,False
173,115,1.8,0.1,175,140,1,False,False,True,False
174,115,1.8,0.1,175,140,1,False,False,True,False
175,170,6.8,0.5,120,750,0,True,False,False,False
176,100,1.2,0.02,180,150,1,False,False,True,False
177,160,5.5,0.6,120,900,0,False,True,False,False
178,102,1.3,0.05,170,180,1,False,False,True,False
179,110,2.1,0.12,180,120,1,False,False,True,False
180,98,1.1,-0.08,190,30,1,False,False,False,True
181,90,0.9,-0.12,200,20,1,False,False,False,True
182,98,1.1,-0.08,190,30,1,False,False,False,True
183,250,11.0,0.75,90,1900,0,False,True,False,False
184,120,2.5,0.35,165,200,1,True,False,False,False
185,132,3.5,0.22,160,260,1,False,False,True,False
186,250,11.0,0.75,90,1900,0,False,True,False,False
187,90,0.9,-0.12,200,20,1,False,False,False,True
188,310,13.5,0.82,70,2400,0,False,True,False,False
189,145,4.2,0.55,120,800,0,False,True,False,False
190,140,4.0,0.3,150,350,1,True,False,False,False
191,88,0.7,-0.1,210,15,1,False,False,False,True
192,98,1.1,-0.08,190,30,1,False,False,False,True
193,305,12.7,0.8,80,2200,0,False,True,False,False
194,118,2.2,0.2,175,220,1,False,False,True,False
195,125,2.8,0.28,165,300,1,False,False,True,False
196,185,7.1,0.44,130,600,0,True,False,False,False
197,250,11.0,0.75,90,1900,0,False,True,False,False
198,100,1.2,0.02,180,150,1,False,False,True,False
199,95,1.0,-0.05,205,25,1,False,False,False,True
200,98,1.1,-0.08,190,30,1,False,False,False,True
201,118,2.2,0.2,175,220,1,False,False,True,False
202,230,10.2,0.7,85,1700,0,False,True,False,False
203,115,1.8,0.1,175,140,1,False,False,True,False
204,170,6.8,0.5,120,750,0,True,False,False,False
205,250,11.0,0.75,90,1900,0,False,True,False,False
206,250,11.0,0.75,90,1900,0,False,True,False,False
207,250,11.0,0.75,90,1900,0,False,True,False,False
208,230,10.2,0.7,85,1700,0,False,True,False,False
209,140,4.0,0.3,150,350,1,True,False,False,False
210,175,6.3,0.48,110,700,0,True,False,False,False
211,118,2.2,0.2,175,220,1,False,False,True,False
212,170,6.8,0.5,120,750,0,True,False,False,False
213,92,0.8,-0.09,195,40,1,False,False,False,True
214,230,10.2,0.7,85,1700,0,False,True,False,False
215,145,4.2,0.55,120,800,0,False,True,False,False
216,120,2.5,0.35,165,200,1,True,False,False,False
217,132,3.5,0.22,160,260,1,False,False,True,False
218,310,13.5,0.82,70,2400,0,False,True,False,False
219,310,13.5,0.82,70,2400,0,False,True,False,False
220,250,11.0,0.75,90,1900,0,False,True,False,False
221,132,3.5,0.22,160,260,1,False,False,True,False
222,160,5.5,0.6,120,900,0,False,True,False,False
223,305,12.7,0.8,80,2200,0,False,True,False,False
224,120,2.5,0.35,165,200,1,True,False,False,False
225,310,13.5,0.82,70,2400,0,False,True,False,False
226,140,4.0,0.3,150,350,1,True,False,False,False
227,160,5.5,0.6,120,900,0,False,True,False,False
228,230,10.2,0.7,85,1700,0,False,True,False,False
229,115,1.8,0.1,175,140,1,False,False,True,False
230,175,6.3,0.48,110,700,0,True,False,False,False
231,175,6.3,0.48,110,700,0,True,False,False,False
232,145,4.2,0.55,120,800,0,False,True,False,False
233,305,12.7,0.8,80,2200,0,False,True,False,False
234,145,4.2,0.55,120,800,0,False,True,False,False
235,250,11.0,0.75,90,1900,0,False,True,False,False
236,110,2.1,0.12,180,120,1,False,False,True,False
237,305,12.7,0.8,80,2200,0,False,True,False,False
238,100,1.2,0.02,180,150,1,False,False,True,False
239,132,3.5,0.22,160,260,1,False,False,True,False
240,88,0.7,-0.1,210,15,1,False,False,False,True
241,305,12.7,0.8,80,2200,0,False,True,False,False
242,145,4.2,0.55,120,800,0,False,True,False,False
243,92,0.8,-0.09,195,40,1,False,False,False,True
244,145,4.2,0.55,120,800,0,False,True,False,False
245,115,1.8,0.1,175,140,1,False,False,True,False
246,250,11.0,0.75,90,1900,0,False,True,False,False
247,115,1.8,0.1,175,140,1,False,False,True,False
248,115,1.8,0.1,175,140,1,False,False,True,False
249,230,10.2,0.7,85,1700,0,False,True,False,False
250,145,4.2,0.55,120,800,0,False,True,False,False
251,120,2.5,0.35,165,200,1,True,False,False,False
252,310,13.5,0.82,70,2400,0,False,True,False,False
253,120,2.5,0.35,165,200,1,True,False,False,False
254,90,0.9,-0.12,200,20,1,False,False,False,True
255,305,12.7,0.8,80,2200,0,False,True,False,False
256,88,0.7,-0.1,210,15,1,False,False,False,True
257,118,2.2,0.2,175,220,1,False,False,True,False
258,305,12.7,0.8,80,2200,0,False,True,False,False
259,140,4.0,0.3,150,350,1,True,False,False,False
260,100,1.2,0.02,180,150,1,False,False,True,False
261,160,5.5,0.6,120,900,0,False,True,False,False
262,132,3.5,0.22,160,260,1,False,False,True,False
263,132,3.5,0.22,160,260,1,False,False,True,False
264,175,6.3,0.48,110,700,0,True,False,False,False
265,140,4.0,0.3,150,350,1,True,False,False,False
266,92,0.8,-0.09,195,40,1,False,False,False,True
267,115,1.8,0.1,175,140,1,False,False,True,False
268,160,5.5,0.6,120,900,0,False,True,False,False
269,110,2.1,0.12,180,120,1,False,False,True,False
270,92,0.8,-0.09,195,40,1,False,False,False,True
271,98,1.1,-0.08,190,30,1,False,False,False,True
272,88,0.7,-0.1,210,15,1,False,False,False,True
273,210,9.4,0.72,95,1500,0,False,True,False,False
274,100,1.2,0.02,180,150,1,False,False,True,False
275,118,2.2,0.2,175,220,1,False,False,True,False
276,310,13.5,0.82,70,2400,0,False,True,False,False
277,145,4.2,0.55,120,800,0,False,True,False,False
278,132,3.5,0.22,160,260,1,False,False,True,False
279,175,6.3,0.48,110,700,0,True,False,False,False
280,185,7.1,0.44,130,600,0,True,False,False,False
281,250,11.0,0.75,90,1900,0,False,True,False,False
282,310,13.5,0.82,70,2400,0,False,True,False,False
283,90,0.9,-0.12,200,20,1,False,False,False,True
284,102,1.3,0.05,170,180,1,False,False,True,False
285,185,7.1,0.44,130,600,0,True,False,False,False
286,132,3.5,0.22,160,260,1,False,False,True,False
287,102,1.3,0.05,170,180,1,False,False,True,False
288,170,6.8,0.5,120,750,0,True,False,False,False
289,132,3.5,0.22,160,260,1,False,False,True,False
290,175,6.3,0.48,110,700,0,True,False,False,False
291,310,13.5,0.82,70,2400,0,False,True,False,False
292,175,6.3,0.48,110,700,0,True,False,False,False
293,132,3.5,0.22,160,260,1,False,False,True,False
294,210,9.4,0.72,95,1500,0,False,True,False,False
295,160,5.5,0.6,120,900,0,False,True,False,False
296,115,1.8,0.1,175,140,1,False,False,True,False
297,115,1.8,0.1,175,140,1,False,False,True,False
298,92,0.8,-0.09,195,40,1,False,False,False,True
299,160,5.5,0.6,120,900,0,False,True,False,False
300,95,1.0,-0.05,205,25,1,False,False,False,True
301,110,2.1,0.12,180,120,1,False,False,True,False
302,305,12.7,0.8,80,2200,0,False,True,False,False
303,98,1.1,-0.08,190,30,1,False,False,False,True
304,95,1.0,-0.05,205,25,1,False,False,False,True
305,310,13.5,0.82,70,2400,0,False,True,False,False
306,140,4.0,0.3,150,350,1,True,False,False,False
307,230,10.2,0.7,85,1700,0,False,True,False,False
308,132,3.5,0.22,160,260,1,False,False,True,False
309,175,6.3,0.48,110,700,0,True,False,False,False
310,110,2.1,0.12,180,120,1,False,False,True,False
311,95,1.0,-0.05,205,25,1,False,False,False,True
312,125,2.8,0.28,165,300,1,False,False,True,False
313,155,5.0,0.52,140,500,0,True,False,False,False
314,115,1.8,0.1,175,140,1,False,False,True,False
315,132,3.5,0.22,160,260,1,False,False,True,False
316,250,11.0,0.75,90,1900,0,False,True,False,False
317,120,2.5,0.35,165,200,1,True,False,False,False
318,120,2.5,0.35,165,200,1,True,False,False,False
319,90,0.9,-0.12,200,20,1,False,False,False,True
320,132,3.5,0.22,160,260,1,False,False,True,False
321,115,1.8,0.1,175,140,1,False,False,True,False
322,210,9.4,0.72,95,1500,0,False,True,False,False
323,250,11.0,0.75,90,1900,0,False,True,False,False
324,132,3.5,0.22,160,260,1,False,False,True,False
325,118,2.2,0.2,175,220,1,False,False,True,False
326,140,4.0,0.3,150,350,1,True,False,False,False
327,175,6.3,0.48,110,700,0,True,False,False,False
328,185,7.1,0.44,130,600,0,True,False,False,False
329,102,1.3,0.05,170,180,1,False,False,True,False
330,120,2.5,0.35,165,200,1,True,False,False,False
331,170,6.8,0.5,120,750,0,True,False,False,False
332,88,0.7,-0.1,210,15,1,False,False,False,True
333,88,0.7,-0.1,210,15,1,False,False,False,True
334,125,2.8,0.28,165,300,1,False,False,True,False
335,95,1.0,-0.05,205,25,1,False,False,False,True
336,100,1.2,0.02,180,150,1,False,False,True,False
337,92,0.8,-0.09,195,40,1,False,False,False,True
338,230,10.2,0.7,85,1700,0,False,True,False,False
339,305,12.7,0.8,80,2200,0,False,True,False,False
340,185,7.1,0.44,130,600,0,True,False,False,False
341,310,13.5,0.82,70,2400,0,False,True,False,False
342,305,12.7,0.8,80,2200,0,False,True,False,False
343,100,1.2,0.02,180,150,1,False,False,True,False
344,88,0.7,-0.1,210,15,1,False,False,False,True
345,90,0.9,-0.12,200,20,1,False,False,False,True
346,95,1.0,-0.05,205,25,1,False,False,False,True
347,132,3.5,0.22,160,260,1,False,False,True,False
348,250,11.0,0.75,90,1900,0,False,True,False,False
349,140,4.0,0.3,150,350,1,True,False,False,False
350,92,0.8,-0.09,195,40,1,False,False,False,True
351,90,0.9,-0.12,200,20,1,False,False,False,True
352,98,1.1,-0.08,190,30,1,False,False,False,True
353,155,5.0,0.52,140,500,0,True,False,False,False
354,185,7.1,0.44,130,600,0,True,False,False,False
355,160,5.5,0.6,120,900,0,False,True,False,False
356,115,1.8,0.1,175,140,1,False,False,True,False
357,118,2.2,0.2,175,220,1,False,False,True,False
358,132,3.5,0.22,160,260,1,False,False,True,False
359,118,2.2,0.2,175,220,1,False,False,True,False
360,98,1.1,-0.08,190,30,1,False,False,False,True
361,185,7.1,0.44,130,600,0,True,False,False,False
362,170,6.8,0.5,120,750,0,True,False,False,False
363,155,5.0,0.52,140,500,0,True,False,False,False
364,118,2.2,0.2,175,220,1,False,False,True,False
365,90,0.9,-0.12,200,20,1,False,False,False,True
366,125,2.8,0.28,165,300,1,False,False,True,False
367,98,1.1,-0.08,190,30,1,False,False,False,True
368,115,1.8,0.1,175,140,1,False,False,True,False
369,155,5.0,0.52,140,500,0,True,False,False,False
370,102,1.3,0.05,170,180,1,False,False,True,False
371,170,6.8,0.5,120,750,0,True,False,False,False
372,120,2.5,0.35,165,200,1,True,False,False,False
373,230,10.2,0.7,85,1700,0,False,True,False,False
374,125,2.8,0.28,165,300,1,False,False,True,False
375,88,0.7,-0.1,210,15,1,False,False,False,True
376,160,5.5,0.6,120,900,0,False,True,False,False
377,132,3.5,0.22,160,260,1,False,False,True,False
378,90,0.9,-0.12,200,20,1,False,False,False,True
379,145,4.2,0.55,120,800,0,False,True,False,False
380,90,0.9,-0.12,200,20,1,False,False,False,True
381,175,6.3,0.48,110,700,0,True,False,False,False
382,185,7.1,0.44,130,600,0,True,False,False,False
383,155,5.0,0.52,140,500,0,True,False,False,False
384,175,6.3,0.48,110,700,0,True,False,False,False
385,120,2.5,0.35,165,200,1,True,False,False,False
386,310,13.5,0.82,70,2400,0,False,True,False,False
387,175,6.3,0.48,110,700,0,True,False,False,False
388,125,2.8,0.28,165,300,1,False,False,True,False
389,110,2.1,0.12,180,120,1,False,False,True,False
390,250,11.0,0.75,90,1900,0,False,True,False,False
391,92,0.8,-0.09,195,40,1,False,False,False,True
392,95,1.0,-0.05,205,25,1,False,False,False,True
393,155,5.0,0.52,140,500,0,True,False,False,False
394,125,2.8,0.28,165,300,1,False,False,True,False
395,132,3.5,0.22,160,260,1,False,False,True,False
396,140,4.0,0.3,150,350,1,True,False,False,False
397,110,2.1,0.12,180,120,1,False,False,True,False
398,100,1.2,0.02,180,150,1,False,False,True,False
399,98,1.1,-0.08,190,30,1,False,False,False,True
400,120,2.5,0.35,165,200,1,True,False,False,False
401,100,1.2,0.02,180,150,1,False,False,True,False
402,145,4.2,0.55,120,800,0,False,True,False,False
403,185,7.1,0.44,130,600,0,True,False,False,False
404,90,0.9,-0.12,200,20,1,False,False,False,True
405,175,6.3,0.48,110,700,0,True,False,False,False
406,90,0.9,-0.12,200,20,1,False,False,False,True
407,210,9.4,0.72,95,1500,0,False,True,False,False
408,175,6.3,0.48,110,700,0,True,False,False,False
409,88,0.7,-0.1,210,15,1,False,False,False,True
410,92,0.8,-0.09,195,40,1,False,False,False,True
411,90,0.9,-0.12,200,20,1,False,False,False,True
412,120,2.5,0.35,165,200,1,True,False,False,False
413,185,7.1,0.44,130,600,0,True,False,False,False
414,155,5.0,0.52,140,500,0,True,False,False,False
415,102,1.3,0.05,170,180,1,False,False,True,False
416,310,13.5,0.82,70,2400,0,False,True,False,False
417,120,2.5,0.35,165,200,1,True,False,False,False
418,185,7.1,0.44,130,600,0,True,False,False,False
419,175,6.3,0.48,110,700,0,True,False,False,False
420,98,1.1,-0.08,190,30,1,False,False,False,True
421,102,1.3,0.05,170,180,1,False,False,True,False
422,118,2.2,0.2,175,220,1,False,False,True,False
423,118,2.2,0.2,175,220,1,False,False,True,False
424,115,1.8,0.1,175,140,1,False,False,True,False
425,185,7.1,0.44,130,600,0,True,False,False,False
426,102,1.3,0.05,170,180,1,False,False,True,False
427,155,5.0,0.52,140,500,0,True,False,False,False
428,185,7.1,0.44,130,600,0,True,False,False,False
429,98,1.1,-0.08,190,30,1,False,False,False,True
430,305,12.7,0.8,80,2200,0,False,True,False,False
431,170,6.8,0.5,120,750,0,True,False,False,False
432,310,13.5,0.82,70,2400,0,False,True,False,False
433,125,2.8,0.28,165,300,1,False,False,True,False
434,88,0.7,-0.1,210,15,1,False,False,False,True
435,132,3.5,0.22,160,260,1,False,False,True,False
436,90,0.9,-0.12,200,20,1,False,False,False,True
437,185,7.1,0.44,130,600,0,True,False,False,False
438,230,10.2,0.7,85,1700,0,False,True,False,False
439,210,9.4,0.72,95,1500,0,False,True,False,False
440,310,13.5,0.82,70,2400,0,False,True,False,False
441,100,1.2,0.02,180,150,1,False,False,True,False
442,132,3.5,0.22,160,260,1,False,False,True,False
443,95,1.0,-0.05,205,25,1,False,False,False,True
444,118,2.2,0.2,175,220,1,False,False,True,False
445,230,10.2,0.7,85,1700,0,False,True,False,False
446,310,13.5,0.82,70,2400,0,False,True,False,False
447,175,6.3,0.48,110,700,0,True,False,False,False
448,125,2.8,0.28,165,300,1,False,False,True,False
449,170,6.8,0.5,120,750,0,True,False,False,False
450,102,1.3,0.05,170,180,1,False,False,True,False
451,155,5.0,0.52,140,500,0,True,False,False,False
452,125,2.8,0.28,165,300,1,False,False,True,False
453,132,3.5,0.22,160,260,1,False,False,True,False
454,118,2.2,0.2,175,220,1,False,False,True,False
455,230,10.2,0.7,85,1700,0,False,True,False,False
456,132,3.5,0.22,160,260,1,False,False,True,False
457,125,2.8,0.28,165,300,1,False,False,True,False
458,140,4.0,0.3,150,350,1,True,False,False,False
459,210,9.4,0.72,95,1500,0,False,True,False,False
460,230,10.2,0.7,85,1700,0,False,True,False,False
461,132,3.5,0.22,160,260,1,False,False,True,False
462,185,7.1,0.44,130,600,0,True,False,False,False
463,230,10.2,0.7,85,1700,0,False,True,False,False
464,132,3.5,0.22,160,260,1,False,False,True,False
465,305,12.7,0.8,80,2200,0,False,True,False,False
466,110,2.1,0.12,180,120,1,False,False,True,False
467,132,3.5,0.22,160,260,1,False,False,True,False
468,98,1.1,-0.08,190,30,1,False,False,False,True
469,185,7.1,0.44,130,600,0,True,False,False,False
470,310,13.5,0.82,70,2400,0,False,True,False,False
471,98,1.1,-0.08,190,30,1,False,False,False,True
472,310,13.5,0.82,70,2400,0,False,True,False,False
473,100,1.2,0.02,180,150,1,False,False,True,False
474,102,1.3,0.05,170,180,1,False,False,True,False
475,88,0.7,-0.1,210,15,1,False,False,False,True
476,155,5.0,0.52,140,500,0,True,False,False,False
477,175,6.3,0.48,110,700,0,True,False,False,False
478,175,6.3,0.48,110,700,0,True,False,False,False
479,125,2.8,0.28,165,300,1,False,False,True,False
480,155,5.0,0.52,140,500,0,True,False,False,False
481,98,1.1,-0.08,190,30,1,False,False,False,True
482,98,1.1,-0.08,190,30,1,False,False,False,True
483,140,4.0,0.3,150,350,1,True,False,False,False
484,250,11.0,0.75,90,1900,0,False,True,False,False
485,125,2.8,0.28,165,300,1,False,False,True,False
486,110,2.1,0.12,180,120,1,False,False,True,False
487,175,6.3,0.48,110,700,0,True,False,False,False
488,110,2.1,0.12,180,120,1,False,False,True,False
489,170,6.8,0.5,120,750,0,True,False,False,False
490,250,11.0,0.75,90,1900,0,False,True,False,False
491,250,11.0,0.75,90,1900,0,False,True,False,False
492,310,13.5,0.82,70,2400,0,False,True,False,False
493,132,3.5,0.22,160,260,1,False,False,True,False
494,170,6.8,0.5,120,750,0,True,False,False,False
495,155,5.0,0.52,140,500,0,True,False,False,False
496,145,4.2,0.55,120,800,0,False,True,False,False
497,118,2.2,0.2,175,220,1,False,False,True,False
498,102,1.3,0.05,170,180,1,False,False,True,False
499,125,2.8,0.28,165,300,1,False,False,True,False
500,88,0.7,-0.1,210,15,1,False,False,False,True
501,250,11.0,0.75,90,1900,0,False,True,False,False
502,118,2.2,0.2,175,220,1,False,False,True,False
503,132,3.5,0.22,160,260,1,False,False,True,False
504,100,1.2,0.02,180,150,1,False,False,True,False
505,95,1.0,-0.05,205,25,1,False,False,False,True
506,90,0.9,-0.12,200,20,1,False,False,False,True
507,175,6.3,0.48,110,700,0,True,False,False,False
508,110,2.1,0.12,180,120,1,False,False,True,False
509,250,11.0,0.75,90,1900,0,False,True,False,False
510,210,9.4,0.72,95,1500,0,False,True,False,False
511,210,9.4,0.72,95,1500,0,False,True,False,False
512,95,1.0,-0.05,205,25,1,False,False,False,True
513,125,2.8,0.28,165,300,1,False,False,True,False
514,305,12.7,0.8,80,2200,0,False,True,False,False
515,250,11.0,0.75,90,1900,0,False,True,False,False
516,125,2.8,0.28,165,300,1,False,False,True,False
517,110,2.1,0.12,180,120,1,False,False,True,False
518,100,1.2,0.02,180,150,1,False,False,True,False
519,310,13.5,0.82,70,2400,0,False,True,False,False
520,98,1.1,-0.08,190,30,1,False,False,False,True
521,250,11.0,0.75,90,1900,0,False,True,False,False
522,90,0.9,-0.12,200,20,1,False,False,False,True
523,145,4.2,0.55,120,800,0,False,True,False,False
