Point_ID,Latitude,Longitude,Elevation_m,Slope_deg,NDVI,LandCover,Rainfall_mm,Dist_River_m,Flood,Event
P00039,-16.089744443437986,34.56989520931194,153.0,0.92740995,0.3667,40,242.29342103004456,60.59953965786991,0,Cyclone Bansi 2015
P00040,-16.181283607205078,34.80166055982213,92.0,0.46373534,0.5462,20,226.04836559295654,79.18844478192894,0,Cyclone Bansi 2015
P00041,-15.897245487076916,34.32788514492574,387.0,2.6740668,0.5498333333333333,30,279.6597194671631,727.1999846854488,0,Cyclone Bansi 2015
P00042,-16.474568559371914,34.695752109260106,276.0,1.5227588,0.7225333333333334,10,199.54949951171875,5149.545408129989,0,Cyclone Bansi 2015
P00043,-16.524002104194643,34.81181482956156,209.0,0.48371148,0.5565666666666668,10,155.25549459457397,501.8705460030811,0,Cyclone Bansi 2015
P00044,-16.322615569377444,34.85172777678112,88.0,0.0,0.45320000000000005,40,165.62344574928284,1164.871408758675,0,Cyclone Bansi 2015
P00045,-16.06349757092722,34.47409922542592,317.0,4.275268,0.5594,10,295.4947862625122,1918.3524569362137,0,Cyclone Bansi 2015
P00046,-16.162862076611347,34.96186414368373,82.0,0.46373534,0.5721666666666667,40,238.61361742019653,906.4838676860156,0,Cyclone Bansi 2015
P00047,-16.460006185915486,34.711064535181166,263.0,2.935636,0.7147,30,174.98743152618408,3728.8743223967394,0,Cyclone Bansi 2015
P00048,-15.838533988588745,34.33033844240435,334.0,3.4951305,0.7371333333333333,20,296.1054849624634,142.98112205059323,0,Cyclone Bansi 2015
P00049,-15.837264773212153,34.39010192112036,509.0,3.4951038,0.6006333333333334,10,300.20706844329834,134.35459696944056,0,Cyclone Bansi 2015
P00050,-16.033236662992227,34.72770756073325,150.0,0.46373534,0.4563666666666667,40,247.11447477340698,954.7395437854613,0,Cyclone Bansi 2015
P00051,-16.47667988632809,34.817735251681,162.0,0.483592,0.46290000000000003,40,152.69171261787415,252.75357149809196,0,Cyclone Bansi 2015
P00052,-16.464371340639282,34.87025309457045,123.0,2.009185,0.5487000000000001,50,147.5489366054535,624.1716085131111,0,Cyclone Bansi 2015
P00053,-15.981463827458828,34.53293137843588,400.0,1.4721701,0.6999333333333333,20,315.3495030403137,532.3988506472274,0,Cyclone Bansi 2015
P00054,-15.884044474189094,34.81570462053973,349.0,2.3509598,0.7673666666666668,10,281.2846872806549,859.2863347701194,0,Cyclone Bansi 2015
P00055,-16.150432137284838,34.822664205671586,87.0,1.0455106,0.6032666666666667,40,207.48105692863464,430.8710629164132,0,Cyclone Bansi 2015
P00056,-16.316582213137337,35.09773171670781,413.0,22.050192,0.6679333333333334,20,262.0594902038574,920.056503585433,0,Cyclone Bansi 2015
P00057,-16.212707530736523,34.94231894630874,66.0,1.0713371,0.40343333333333337,20,209.7717673778534,1068.8665333517308,0,Cyclone Bansi 2015
P00058,-16.222303618443977,34.75227552337608,121.0,2.0904872,0.6914,10,240.40034675598145,1407.1518637862291,0,Cyclone Bansi 2015
P00059,-16.004259956691495,34.41941791075392,313.0,6.9863915,0.5491,10,287.76550006866455,319.2646259661862,0,Cyclone Bansi 2015
P00060,-16.521399769134604,34.81207603705168,217.0,2.367297,0.5565666666666668,30,155.25549459457397,367.76782225566825,0,Cyclone Bansi 2015
P00061,-16.338334975721956,35.04702074875145,55.0,0.6697465,0.7076,10,241.4990873336792,1052.50599865515,0,Cyclone Bansi 2015
P00062,-16.388818604341772,34.991441944420664,51.0,1.0457815,0.5365333333333333,10,227.61399269104004,249.78053113349483,0,Cyclone Bansi 2015
P00063,-16.023195367186975,34.85702858058161,230.0,9.687962,0.8437333333333334,20,271.36092615127563,1707.8944277531843,0,Cyclone Bansi 2015
P00064,-16.213770368521367,34.69509743724467,129.0,1.4723547,0.4021,40,247.18461799621582,1382.3673253713555,0,Cyclone Bansi 2015
P00065,-15.934712113933317,34.86134661108926,265.0,6.8416605,0.7352333333333333,10,289.25528478622437,12.062146505417964,0,Cyclone Bansi 2015
P00066,-16.368835223291338,35.02534044675508,54.0,0.0,0.5602333333333334,20,239.2875576019287,70.30276017047554,0,Cyclone Bansi 2015
P00067,-16.1747689271383,34.65520242707545,158.0,3.0391464,0.5270666666666667,20,227.02626490592957,4032.3376411650647,0,Cyclone Bansi 2015
P00068,-16.129072313418078,34.499041792985636,315.0,5.62989,0.6559666666666667,20,292.6836895942688,4017.0494094956293,0,Cyclone Bansi 2015
P00069,-16.347787549361488,34.96655476888766,56.0,2.3803437,0.4123,40,219.4153609275818,531.6472242398911,0,Cyclone Bansi 2015
P00070,-16.48469127637282,34.92067466146905,98.0,1.3398339,0.5542333333333334,40,148.54900646209717,199.9091068364473,0,Cyclone Bansi 2015
P00071,-16.0848853571989,34.720644476101725,163.0,2.140803,0.5380666666666667,20,236.72971487045288,45.93236301106932,0,Cyclone Bansi 2015
P00072,-16.383096201213494,34.69942140972364,192.0,2.0908527,0.7112666666666667,30,200.93009614944458,544.7536228171523,0,Cyclone Bansi 2015
P00073,-16.432524886530018,34.94264589989468,64.0,2.6778328,0.29046666666666665,40,160.6638388633728,726.0077577103873,0,Cyclone Bansi 2015
P00074,-16.011709876467673,34.728137411708815,177.0,5.3717313,0.5128333333333334,30,247.11447477340698,1251.8884117495456,0,Cyclone Bansi 2015
P00075,-16.42389392062055,34.824918209998934,123.0,0.4834619,0.5111333333333333,30,157.4136257171631,1513.6914805380218,0,Cyclone Bansi 2015
P00076,-16.10926499692019,34.732609156333524,135.0,1.5201863,0.6923333333333334,30,225.33193111419678,929.9574029304995,0,Cyclone Bansi 2015
P00077,-15.970696315938351,34.55959496745398,409.0,7.3878894,0.6748000000000001,10,326.55536341667175,734.0660560103153,0,Cyclone Bansi 2015
P00078,-16.24036460633205,34.67789335987295,135.0,0.0,0.4633333333333333,20,247.18461799621582,237.3420870603115,0,Cyclone Bansi 2015
P00079,-16.105349189163427,34.596688415206195,147.0,1.0454594,0.39676666666666666,40,262.90364933013916,27.332979251651444,0,Cyclone Bansi 2015
P00080,-16.095857016209035,34.575851399904096,152.0,0.0,0.35660000000000003,40,242.29342103004456,163.84946721809013,0,Cyclone Bansi 2015
P00081,-15.877153817511939,34.68794062268645,248.0,2.9272218,0.7785333333333333,10,282.45478439331055,309.5826208069999,0,Cyclone Bansi 2015
P00082,-16.534842915000333,34.823606749988926,196.0,3.7097745,0.7842666666666668,30,155.25549459457397,101.3922175322879,0,Cyclone Bansi 2015
P00083,-16.07932999549971,34.58767512720655,163.0,1.4475725,0.4307,10,242.29342103004456,464.1654744480876,0,Cyclone Bansi 2015
P00084,-16.17195047364171,34.64879652678206,154.0,2.4568865,0.5391666666666667,30,227.02626490592957,3304.9469374137866,0,Cyclone Bansi 2015
P00085,-16.323215558179662,35.070219750506425,73.0,3.0412154,0.46413333333333334,20,250.83644485473633,457.2017760003587,0,Cyclone Bansi 2015
P00086,-16.4220723784928,34.9594625461455,56.0,0.6698966,0.5206666666666667,40,189.89519238471985,471.412939993112,0,Cyclone Bansi 2015
P00087,-15.85725671093888,34.79766022180787,600.0,8.144673,0.7834333333333333,30,270.96312618255615,588.1000821910553,0,Cyclone Bansi 2015
P00088,-16.29807170984707,35.112989257088934,573.0,16.771095,0.5687,20,276.64843130111694,311.554148973152,0,Cyclone Bansi 2015
P00089,-15.953089626185927,34.57358863554799,404.0,4.899609,0.8196333333333334,10,315.88407135009766,587.8772237857704,0,Cyclone Bansi 2015
P00090,-16.282542241058444,34.997787626534645,58.0,1.5213939,0.5251333333333333,10,223.42766761779785,688.6249820446056,1,Cyclone Bansi 2015
P00091,-15.833472843570588,34.33907813722879,402.0,5.629649,0.7578666666666667,30,296.1054849624634,574.5157961532567,0,Cyclone Bansi 2015
P00092,-15.905633107357314,34.68978614738105,214.0,2.6741245,0.6893666666666667,10,286.2385699748993,49.33747383185103,0,Cyclone Bansi 2015
P00093,-15.840138991085283,34.528265402507145,602.0,4.4153934,0.6159666666666668,10,291.408061504364,2222.070227527856,0,Cyclone Bansi 2015
P00094,-16.26409665521161,34.800184482379876,96.0,1.9161373,0.4940333333333333,30,217.81915855407715,2961.0444040898565,0,Cyclone Bansi 2015
P00095,-15.975884941265301,34.8356637830837,355.0,14.867424,0.7875333333333333,30,281.2439603805542,1395.3843305445241,0,Cyclone Bansi 2015
P00096,-15.847553685037608,34.63421244293836,360.0,0.92740995,0.6216666666666667,20,294.01994371414185,474.762550759686,0,Cyclone Bansi 2015
P00097,-15.967221300637975,34.37384802127539,347.0,2.3670197,0.5247333333333333,10,270.6523756980896,2084.4246161401265,0,Cyclone Bansi 2015
P00098,-15.909992765257767,34.31259954253,542.0,8.292638,0.5464333333333333,10,277.8549790382385,1476.159292061667,0,Cyclone Bansi 2015
P00099,-16.61220946579558,34.86507526857621,275.0,4.723336,0.7176333333333333,30,198.34412908554077,2160.596035231453,0,Cyclone Bansi 2015
P00100,-15.75373460466956,34.32313024771495,621.0,1.0450698,0.6956666666666668,10,296.4454393386841,897.6910901383972,0,Cyclone Bansi 2015
P00101,-16.337876529733883,34.57555328968615,278.0,3.8878257,0.6175,10,269.2286796569824,2548.322222773495,0,Cyclone Bansi 2015
P00102,-16.15982430011376,34.92691331807026,69.0,2.3521874,0.32083333333333336,40,223.8866822719574,500.3311252076223,0,Cyclone Bansi 2015
P00103,-15.829867953669737,34.619117201546956,379.0,5.3072867,0.6208333333333333,20,297.93535137176514,376.2694870575375,0,Cyclone Bansi 2015
P00104,-16.136150792210444,34.89978832371785,69.0,0.46373534,0.28796666666666665,10,249.01180219650269,110.53227501477748,0,Cyclone Bansi 2015
P00105,-16.33386676516461,35.08827957496307,76.0,1.3392942,0.5385,40,250.83644485473633,684.0125793011739,0,Cyclone Bansi 2015
P00106,-15.865670746545991,34.49831865323933,503.0,7.4906836,0.5611,10,295.77709436416626,358.0035350291403,0,Cyclone Bansi 2015
P00107,-15.844292593940777,34.286781819481526,356.0,4.4084377,0.5326333333333333,20,277.0420172214508,222.75196314195034,0,Cyclone Bansi 2015
P00108,-16.029582449992926,34.798057730757996,79.0,1.3382207,0.31823333333333337,10,236.57114696502686,87.49661069076271,0,Cyclone Bansi 2015
P00109,-16.09424667020198,34.645559335183066,149.0,0.6693143,0.4152,40,271.6217985153198,958.5744902223777,0,Cyclone Bansi 2015
P00110,-15.834795604516138,34.75873837340605,258.0,6.0600476,0.7129000000000001,30,267.4853105545044,597.3789088305256,0,Cyclone Bansi 2015
P00111,-16.10128815332139,34.6465323592816,145.0,1.3384713,0.4613333333333333,20,240.44142413139343,583.1862349397275,0,Cyclone Bansi 2015
P00112,-16.354272323088416,34.65354571894159,199.0,1.071966,0.6833,30,200.93009614944458,304.3142825236358,0,Cyclone Bansi 2015
P00113,-16.18097856031609,34.85802801711867,86.0,2.1416416,0.7968666666666667,10,229.1372299194336,178.7241714539554,0,Cyclone Bansi 2015
P00114,-15.91764073180367,34.5190888723697,570.0,8.155597,0.6986666666666668,10,325.00258207321167,1317.1019121743852,0,Cyclone Bansi 2015
P00115,-16.535143984271308,34.846314849734476,245.0,14.108232,0.6815666666666668,30,138.5110466480255,385.39511959532723,0,Cyclone Bansi 2015
P00116,-16.292737258615205,34.78411810409933,107.0,1.3909631,0.4966666666666667,30,217.81915855407715,4547.051427872143,0,Cyclone Bansi 2015
P00117,-15.92071478100022,34.57746549498466,481.0,5.3368626,0.5273666666666668,10,315.88407135009766,695.5017238913377,0,Cyclone Bansi 2015
P00118,-16.328157818861538,34.76729954547549,144.0,2.3529522,0.5905,10,183.1960210800171,317.18146586245183,0,Cyclone Bansi 2015
P00119,-16.244896097662718,34.98027174257676,62.0,0.6695806,0.47240000000000004,10,224.72771310806274,476.01328164151806,0,Cyclone Bansi 2015
P00120,-15.869347017293888,34.29830751679378,382.0,2.3508961,0.48733333333333334,10,279.6597194671631,76.1781490769269,0,Cyclone Bansi 2015
P00121,-16.45479458378592,34.99014309911358,55.0,1.0724138,0.3524333333333334,30,163.06484198570251,620.7524059012713,0,Cyclone Bansi 2015
P00122,-16.0523868432773,34.448546867049494,358.0,5.28758,0.6467333333333334,20,287.76550006866455,1732.5755436938887,0,Cyclone Bansi 2015
P00123,-16.349710601318694,34.78822848784795,126.0,1.4724644,0.5188,40,183.9313235282898,178.1753364549904,0,Cyclone Bansi 2015
P00124,-15.95697244987906,34.70291633894306,190.0,6.32633,0.6885333333333333,10,253.05580377578735,279.5305265742414,0,Cyclone Bansi 2015
P00125,-15.881239358134483,34.702790578094,221.0,1.9159037,0.7908000000000001,10,276.76773166656494,206.97240959973684,0,Cyclone Bansi 2015
P00126,-16.157421606443204,34.73047486977492,108.0,1.3386683,0.3995666666666667,40,205.44957995414734,225.78823146799786,0,Cyclone Bansi 2015
P00127,-16.306734125686052,35.013696005163546,59.0,1.521566,0.6762666666666667,40,241.4990873336792,51.29789789805829,0,Cyclone Bansi 2015
P00128,-16.101120350692362,34.90771805068083,82.0,2.5100486,0.4266333333333333,40,249.01180219650269,18.81056121112355,0,Cyclone Bansi 2015
P00129,-16.487400403250113,34.863189324888566,134.0,0.96716785,0.4416666666666667,40,147.5489366054535,105.956115653776,0,Cyclone Bansi 2015
P00130,-16.129940539428063,34.55489844719195,230.0,5.005502,0.5762666666666667,30,262.90364933013916,2071.42337587185,0,Cyclone Bansi 2015
P00131,-16.27449992485133,34.59122828525759,192.0,1.4724038,0.5178666666666667,20,272.205659866333,4.782715255888087,0,Cyclone Bansi 2015
P00132,-16.3591055117217,35.037683998901876,54.0,0.6697832,0.6255333333333334,10,239.2875576019287,309.1718918866656,0,Cyclone Bansi 2015
P00133,-15.946223984063849,34.69740604198935,199.0,4.652217,0.5297666666666667,10,286.2385699748993,40.922143064719776,0,Cyclone Bansi 2015
P00134,-16.0994351047617,34.59497733951162,148.0,0.48266402,0.39676666666666666,40,262.90364933013916,583.2859120817428,0,Cyclone Bansi 2015
P00135,-15.810681049309819,34.377407877263856,503.0,4.086876,0.4301666666666667,20,300.20706844329834,80.5282097979385,0,Cyclone Bansi 2015
P00136,-16.377600751861415,34.67876742421953,185.0,2.1433904,0.7575000000000001,40,200.93009614944458,514.3050348160027,0,Cyclone Bansi 2015
P00137,-16.461624599707616,34.801548180354565,159.0,1.5226638,0.3856333333333334,40,152.69171261787415,2640.257030144195,0,Cyclone Bansi 2015
P00138,-16.23990006981319,35.031256158500604,79.0,2.3525486,0.4832,30,236.97991752624512,288.6398689983901,0,Cyclone Bansi 2015
P00139,-16.525942826921728,34.83133739645015,196.0,2.6785002,0.5545333333333333,20,155.25549459457397,78.0475977559488,0,Cyclone Bansi 2015
P00140,-16.034659442419926,34.68818570169683,202.0,2.3778634,0.5156666666666667,30,274.76723623275757,579.9787638068481,0,Cyclone Bansi 2015
P00141,-15.93128147063702,34.283426065069904,542.0,4.0943494,0.5760666666666667,10,290.5041313171387,1277.2128537126857,0,Cyclone Bansi 2015
P00142,-16.229884891108252,34.57224033862977,223.0,4.099774,0.6649333333333334,10,272.3854868412018,467.62508379137034,0,Cyclone Bansi 2015
P00143,-16.339515649712848,34.7883388392909,127.0,1.8543341,0.5497333333333333,20,183.1960210800171,183.83001128278045,0,Cyclone Bansi 2015
P00144,-15.980534949719612,34.65253083195343,261.0,1.9288213,0.5911666666666667,20,270.7401170730591,497.20964861323023,0,Cyclone Bansi 2015
P00145,-15.840439020154905,34.87127380365783,402.0,7.655342,0.4973,20,280.8972396850586,519.9734046496645,0,Cyclone Bansi 2015
P00146,-16.18475547187765,34.69538963825038,123.0,1.0455489,0.4491666666666667,10,227.02626490592957,3486.409448202671,0,Cyclone Bansi 2015
P00147,-16.459419943249085,34.71365187049961,262.0,1.0458626,0.7147,30,174.98743152618408,3755.577406986128,0,Cyclone Bansi 2015
P00148,-15.844876579898104,34.35358885221382,353.0,6.246847,0.7516,10,300.20706844329834,206.71073574914234,0,Cyclone Bansi 2015
P00149,-16.045367974457054,34.76683011164413,133.0,1.9843131,0.6384333333333333,20,236.57114696502686,2321.5677630093232,0,Cyclone Bansi 2015
P00150,-16.2166854914137,34.937400080989626,66.0,1.931115,0.37596666666666667,10,209.7717673778534,383.3300199705745,0,Cyclone Bansi 2015
P00151,-15.982461359151797,34.760942074786655,118.0,2.1399076,0.5055666666666667,30,245.2862524986267,1338.7948094533697,0,Cyclone Bansi 2015
P00152,-16.148090153345244,34.81246408694874,87.0,1.0710531,0.5257666666666667,40,207.48105692863464,662.2959913729275,0,Cyclone Bansi 2015
P00153,-16.464392483403802,34.777454708585864,211.0,3.016812,0.551,30,155.1560938358307,4562.9566886183375,0,Cyclone Bansi 2015
P00154,-15.838961033513078,34.40034497496554,485.0,3.878221,0.5844,10,303.0401644706726,46.0884902495584,0,Cyclone Bansi 2015
P00155,-16.444785682382015,34.96173321157934,64.0,1.4725423,0.5259666666666667,20,189.89519238471985,1356.6606777202865,0,Cyclone Bansi 2015
P00156,-16.423851061195535,34.747660917577235,212.0,1.3396161,0.5162666666666668,20,163.73567843437195,4324.536971994135,0,Cyclone Bansi 2015
P00157,-16.511980375742255,34.92023805623034,110.0,1.339932,0.48066666666666674,30,140.91322660446167,38.48894301562532,0,Cyclone Bansi 2015
P00158,-16.28591585373926,34.53143091350184,300.0,5.177767,0.5853333333333334,20,273.0154128074646,1976.77866743035,0,Cyclone Bansi 2015
P00159,-16.459477571764115,34.69184263347377,264.0,1.0458626,0.6979000000000001,30,199.54949951171875,3549.990686783665,0,Cyclone Bansi 2015
P00160,-16.13817115758857,34.50086393349298,310.0,4.7136765,0.7837000000000001,10,292.6836895942688,3463.2924192517225,0,Cyclone Bansi 2015
P00161,-15.921358558275958,34.53027500093473,489.0,1.5188867,0.7070000000000001,10,325.00258207321167,63.55366875396059,0,Cyclone Bansi 2015
P00162,-16.04309170510234,34.4712203505266,278.0,7.3225822,0.529,20,267.91819310188293,191.18082429564916,0,Cyclone Bansi 2015
P00163,-16.124515342532327,34.912157715263305,80.0,0.6693679,0.5485666666666668,40,249.01180219650269,1601.7251322966415,0,Cyclone Bansi 2015
P00164,-16.29880830333467,34.6604161640593,188.0,2.7855778,0.5725666666666668,20,243.60539627075195,3475.284887466056,0,Cyclone Bansi 2015
P00165,-15.891056704054373,34.75015557661911,142.0,0.0,0.4385,80,270.96312618255615,130.46428375687998,0,Cyclone Bansi 2015
P00166,-15.935210303325439,34.37104037100919,320.0,3.8275964,0.4579333333333333,10,261.69337368011475,912.0279946665809,0,Cyclone Bansi 2015
P00167,-15.916901352478247,34.392401798936916,253.0,0.46373534,0.38230000000000003,40,261.69337368011475,791.7735442517934,0,Cyclone Bansi 2015
P00168,-16.193335623687762,34.829278719928,86.0,0.6694892,0.6472666666666668,10,226.04836559295654,545.8838644313626,0,Cyclone Bansi 2015
P00169,-15.857514144794338,34.562087343054245,481.0,3.827504,0.5893333333333334,10,314.61090564727783,832.1449197707185,0,Cyclone Bansi 2015
P00170,-15.914981338961423,34.59140363758042,513.0,8.323585,0.5806,10,315.88407135009766,1699.835668319808,0,Cyclone Bansi 2015
P00171,-16.331900161715044,34.63212317650342,216.0,0.48323324,0.5718,40,240.49449396133423,1645.562010626125,0,Cyclone Bansi 2015
P00172,-16.40355889080702,34.65265735133221,224.0,3.2784336,0.7186,20,225.49488735198975,916.1099014710197,0,Cyclone Bansi 2015
P00173,-16.212628541344646,34.90115277064561,71.0,1.0713371,0.5963,10,209.7717673778534,190.2953068903868,0,Cyclone Bansi 2015
P00174,-15.83629715633538,34.45166027204824,435.0,1.982357,0.5195666666666667,10,297.09669971466064,4.37480218391013,0,Cyclone Bansi 2015
P00175,-16.173907668479803,34.58394354378324,228.0,1.0711656,0.6883333333333334,20,279.1566729545593,2660.544588887136,0,Cyclone Bansi 2015
P00176,-15.798121472877435,34.35109099472455,531.0,2.7803373,0.47790000000000005,10,296.4454393386841,876.1870014528214,0,Cyclone Bansi 2015
P00177,-16.371764993827608,34.79658332215873,149.0,1.916204,0.7075333333333333,20,183.9313235282898,367.6007712266679,0,Cyclone Bansi 2015
P00178,-15.936388191160072,34.37060404131426,332.0,2.731032,0.4579333333333333,20,261.69337368011475,1046.5039995656723,0,Cyclone Bansi 2015
P00179,-16.183477554895813,34.78992435656973,95.0,1.6930939,0.5163666666666668,10,210.66162014007568,6.197433717780113,0,Cyclone Bansi 2015
P00180,-15.98387732281754,34.46585543471508,199.0,2.139922,0.531,40,273.464497089386,360.8378203074355,0,Cyclone Bansi 2015
P00181,-15.910564349204604,34.547480281842205,547.0,12.545086,0.6316333333333334,20,325.00258207321167,195.91385324540127,0,Cyclone Bansi 2015
P00182,-15.886672288144553,34.34562596824536,305.0,4.587941,0.7387333333333334,10,279.6597194671631,36.31821089629731,0,Cyclone Bansi 2015
P00183,-16.547186757513913,34.94448536952103,118.0,1.0459634,0.38903333333333334,40,154.2625834941864,89.27920433862866,0,Cyclone Bansi 2015
P00184,-16.00444918425304,34.449077635923125,217.0,0.6691581,0.5977666666666668,40,287.76550006866455,16.61242924099184,0,Cyclone Bansi 2015
P00185,-16.08135988345744,34.8771056885887,88.0,1.3384012,0.4535,40,253.77135133743286,67.74767520710022,0,Cyclone Bansi 2015
P00186,-16.17469324569835,34.854353501714336,78.0,0.66945684,0.6873,20,229.1372299194336,225.27548292049528,0,Cyclone Bansi 2015
P00187,-15.82788017846001,34.407517471475856,566.0,5.837857,0.5522,40,303.0401644706726,731.0291132081486,0,Cyclone Bansi 2015
P00188,-16.30922949314745,34.75793381925594,131.0,0.0,0.6002000000000001,20,183.1960210800171,2618.2051304318693,0,Cyclone Bansi 2015
P00189,-16.10951772546035,34.690341088804566,198.0,3.3749895,0.561,10,236.03271985054016,701.5438401787203,0,Cyclone Bansi 2015
P00190,-15.862328245245815,34.26493522012752,398.0,1.0698054,0.5210666666666667,30,262.32679748535156,1902.3232628298995,0,Cyclone Bansi 2015
P00191,-16.544700715389293,34.86594426435284,184.0,1.7218575,0.6492333333333333,40,138.5110466480255,227.1965997862782,0,Cyclone Bansi 2015
P00192,-16.114011833511274,34.75173870652159,114.0,0.46373534,0.7111000000000001,40,210.59799146652222,4.926923908345622,0,Cyclone Bansi 2015
